FiscalYear,PledgeDate,DonorName,FundType,PooledFundName,PledgeAmt,PaidAmt
2014,06-25-2014,129,2,18,0.0,2432860.71
2014,06-27-2013,162,2,87,0.0,3643738.88
2014,07-11-2013,180,2,36,0.0,4108.11
2014,07-15-2014,162,2,87,0.0,4372486.66
2014,07-22-2014,13,2,67,0.0,940800.0
2014,07-28-2014,52,2,87,0.0,1776924.85
2014,07-30-2014,86,2,88,0.0,1976970.0
2014,07-31-2014,86,2,18,0.0,1317970.0
2014,07-31-2014,86,2,87,0.0,1317970.0
2014,08-04-2014,86,2,73,0.0,133689.84
2014,08-04-2014,162,2,73,0.0,1445000.05
2014,08-07-2014,52,2,73,0.0,982912.98
2014,08-07-2014,124,2,105,0.0,2717391.3
2014,08-07-2014,129,2,22,0.0,483932.24
2014,08-07-2014,158,2,91,0.0,1169786.09
2014,08-07-2014,158,2,108,0.0,501336.9
2014,08-08-2014,158,2,73,0.0,317662.01
2014,08-11-2014,163,2,73,0.0,769230.77
2014,08-14-2014,163,2,87,0.0,1522235.51
2014,08-18-2014,163,2,18,0.0,653808.43
2014,08-20-2014,124,2,27,0.0,4605263.0
2014,08-29-2014,162,2,22,0.0,583000.04
2014,08-29-2014,162,2,36,0.0,1457500.1
2014,08-29-2014,162,2,45,0.0,1457500.1
2014,08-29-2014,162,2,67,0.0,728750.05
2014,08-29-2014,162,2,74,0.0,3643750.25
2014,08-29-2014,162,2,105,0.0,4372500.3
2014,08-29-2014,162,2,73,0.0,728750.05
2014,09-04-2014,183,2,105,0.0,995024.88
2014,09-06-2013,22,2,27,0.0,1390500.0
2014,09-23-2014,13,2,87,0.0,4383984.65
2014,09-23-2014,13,2,88,0.0,4383984.66
2014,09-23-2014,124,2,87,0.0,1268400.0
2014,09-23-2014,124,2,80,0.0,3154750.0
2014,09-24-2014,158,2,22,0.0,317525.0
2014,09-25-2014,163,2,73,0.0,315789.47
2014,09-25-2014,183,2,80,0.0,11398800.0
2014,09-30-2014,162,2,36,0.0,671400.04
2014,09-30-2014,162,2,73,0.0,671400.04
2014,10-01-2014,162,2,88,0.0,17588975.0
2014,10-13-2014,22,2,88,0.0,2251800.0
2014,10-20-2014,67,2,105,0.0,2504600.0
2014,10-20-2014,67,2,73,0.0,627500.0
2014,10-21-2014,129,2,80,0.0,1471437.79
2014,10-22-2014,67,2,87,0.0,1255980.0
2014,10-22-2014,129,2,88,0.0,1471437.8
2014,10-27-2014,183,2,45,0.0,1659000.0
2014,11-03-2014,52,2,55,0.0,1004049.67
2014,11-03-2014,52,2,108,0.0,2342782.56
2014,11-03-2014,109,2,91,0.0,317662.01
2014,11-04-2014,141,2,108,0.0,19999960.0
2014,11-06-2014,163,2,88,0.0,1037775.01
2014,11-06-2014,163,2,80,0.0,518081.03
2014,11-12-2013,183,2,27,0.0,14946300.0
2014,11-12-2014,81,2,51,0.0,500000.0
2014,11-12-2014,81,2,55,0.0,500000.0
2014,11-12-2014,81,2,91,0.0,1000000.0
2014,11-12-2014,124,2,18,0.0,12542000.0
2014,11-13-2014,67,2,108,0.0,6217480.0
2014,11-13-2014,86,2,80,0.0,1849620.0
2014,11-13-2014,163,2,87,0.0,517705.53
2014,11-13-2014,183,2,67,0.0,400000.0
2014,11-14-2014,86,2,27,0.0,1849620.0
2014,11-19-2014,63,2,87,0.0,1860600.0
2014,11-19-2014,124,2,88,0.0,6153500.0
2014,11-21-2014,22,2,27,0.0,4865200.0
2014,11-21-2014,64,2,108,0.0,622665.01
2014,11-21-2014,163,2,36,0.0,989010.99
2014,11-21-2014,163,2,105,0.0,1013171.23
2014,11-28-2014,183,2,27,0.0,15676000.0
2014,12-02-2014,162,2,27,0.0,7933175.34
2014,12-02-2014,162,2,87,0.0,2644375.11
2014,12-02-2014,162,2,88,0.0,3305475.14
2014,12-03-2014,67,2,88,0.0,990400.0
2014,12-03-2014,183,2,1,0.0,9375600.0
2014,12-04-2014,98,2,1,0.0,5000000.0
2014,12-04-2014,183,2,105,0.0,3918495.3
2014,12-05-2014,183,2,36,0.0,3246753.25
2014,12-08-2014,183,2,80,0.0,10938200.0
2014,12-09-2014,163,2,22,0.0,368421.0
2014,12-10-2014,183,2,36,0.0,1579778.83
2014,12-10-2014,183,2,87,0.0,10975300.0
2014,12-11-2014,67,2,51,0.0,1239157.37
2014,12-11-2014,67,2,55,0.0,2478314.75
2014,12-11-2014,67,2,91,0.0,2478314.75
2014,12-11-2014,67,2,108,0.0,1239157.37
2014,12-11-2014,163,2,73,0.0,361197.11
2014,12-12-2014,129,2,27,0.0,1309125.56
2014,12-16-2014,162,2,36,0.0,1321592.78
2014,12-16-2014,162,2,51,0.0,660796.39
2014,12-16-2014,162,2,55,0.0,660796.39
2014,12-16-2014,162,2,74,0.0,5022052.58
2014,12-16-2014,162,2,91,0.0,1321592.78
2014,12-16-2014,162,2,108,0.0,1982389.18
2014,12-16-2014,163,2,18,0.0,509164.97
2014,12-16-2014,163,2,108,0.0,1304347.83
2014,12-17-2013,183,2,36,0.0,9771986.97
2014,12-18-2013,52,2,18,0.0,2746267.08
2014,12-18-2014,129,2,36,0.0,688136.53
2014,12-18-2014,129,2,108,0.0,2064409.58
2014,12-18-2014,163,2,88,0.0,1011736.14
2014,12-23-2014,163,2,108,0.0,524109.01
2014,12-23-2014,183,2,108,0.0,5329153.6
2014,12-31-2014,52,2,105,0.0,1580777.74
2015,01-08-2015,52,2,87,0.0,5453412.28
2015,01-12-2015,183,2,108,0.0,10132204.19
2015,01-16-2015,52,2,80,0.0,2285226.77
2015,02-10-2015,13,2,1,0.0,3823480.89
2015,02-25-2015,109,2,27,0.0,264450.0
2015,03-16-2015,86,2,18,0.0,3255570.0
2015,03-16-2015,124,2,88,0.0,5346500.0
2015,03-20-2015,162,2,88,0.0,6566659.86
2015,03-20-2015,162,2,80,0.0,6336249.86
2015,03-25-2015,86,2,36,0.0,1106194.69
2015,03-25-2015,86,2,88,0.0,3255570.0
2015,03-25-2015,86,2,80,0.0,1627770.0
2015,03-25-2015,86,2,73,0.0,221238.94
2015,03-25-2015,162,2,22,0.0,477042.34
2015,03-25-2015,162,2,45,0.0,596302.92
2015,03-25-2015,162,2,91,0.0,1192605.84
2015,03-25-2015,162,2,105,0.0,3577817.53
2015,03-25-2015,162,2,73,0.0,596302.92
2015,03-27-2015,162,2,1,0.0,8073705.23
2015,03-30-2015,162,2,74,0.0,1431127.01
2015,04-09-2015,163,2,80,0.0,1047778.71
2015,04-09-2015,183,2,18,0.0,2944207.27
2015,04-14-2015,86,2,105,0.0,541711.81
2015,04-16-2015,67,2,87,0.0,1091580.0
2015,04-16-2015,67,2,88,0.0,1091580.0
2015,04-16-2015,67,2,80,0.0,1091580.0
2015,04-17-2015,124,2,27,0.0,2232000.0
2015,04-21-2015,98,2,105,0.0,200000.0
2015,04-22-2015,111,2,91,0.0,500000.0
2015,05-01-2015,52,2,55,0.0,741179.96
2015,05-01-2015,52,2,105,0.0,1482359.92
2015,05-04-2015,22,2,51,0.0,1677852.35
2015,05-04-2015,22,2,55,0.0,2237136.46
2015,05-04-2015,22,2,91,0.0,2237136.46
2015,05-04-2015,22,2,73,0.0,2796420.58
2015,05-04-2015,52,2,88,0.0,2985306.32
2015,05-04-2015,52,2,80,0.0,2986447.95
2015,05-05-2015,52,2,18,0.0,1494985.3
2015,05-05-2015,52,2,87,0.0,1494985.3
2015,05-06-2015,129,2,80,0.0,6622430.6
2015,05-06-2015,163,2,105,0.0,2143622.72
2015,05-14-2015,86,2,87,0.0,1103970.0
2015,05-15-2015,109,2,18,0.0,281452.75
2015,05-15-2015,124,2,18,0.0,4429852.0
2015,05-19-2015,129,2,1,0.0,1147927.18
2015,05-19-2015,129,2,88,0.0,6398917.2
2015,05-22-2015,162,2,18,0.0,2421115.14
2015,05-28-2015,22,2,88,0.0,2205832.0
2015,06-01-2015,67,2,105,0.0,1118568.23
2015,06-01-2015,109,2,91,0.0,281375.0
2015,06-01-2015,183,2,105,0.0,6231270.4
2015,06-02-2015,129,2,91,0.0,1910584.64
2015,06-05-2015,162,2,87,0.0,4721198.27
2015,06-10-2015,98,2,91,0.0,500000.0
2015,06-11-2015,13,2,1,0.0,2320097.34
2015,06-11-2015,13,2,67,0.0,770386.04
2015,06-16-2015,100,2,91,0.0,2500000.0
2015,06-19-2015,13,2,88,0.0,2313279.01
2015,06-24-2015,183,2,88,0.0,15710000.0
2015,06-30-2015,129,2,18,0.0,742746.11
2015,07-01-2015,163,2,36,0.0,1053740.78
2015,07-02-2015,124,2,105,0.0,2237136.47
2015,07-02-2015,129,2,27,0.0,1237910.18
2015,07-06-2015,162,2,88,0.0,581600.02
2015,07-10-2015,163,2,87,0.0,1044144.33
2015,07-20-2015,162,2,49,0.0,943600.59
2015,07-20-2015,162,2,67,0.0,589750.37
2015,07-20-2015,162,2,74,0.0,589750.37
2015,07-20-2015,162,2,91,0.0,1179500.74
2015,07-20-2015,162,2,105,0.0,1356425.85
2015,07-20-2015,183,2,105,0.0,4687500.0
2015,07-23-2015,162,2,87,0.0,1155814.93
2015,07-23-2015,183,2,80,0.0,9870900.0
2015,07-24-2015,64,2,108,0.0,552486.19
2015,07-29-2015,162,2,27,0.0,7016983.79
2015,08-04-2015,67,2,49,0.0,5538076.58
2015,08-05-2015,183,2,49,0.0,14062500.0
2015,08-12-2015,67,2,73,0.0,1639344.26
2015,08-13-2015,86,2,36,0.0,548245.61
2015,08-20-2015,124,2,49,0.0,4499437.57
2015,08-21-2015,81,2,91,0.0,1000000.0
2015,08-21-2015,183,2,105,0.0,4615384.62
2015,08-24-2015,124,2,80,0.0,2218734.0
2015,08-26-2015,162,2,27,0.0,2895262.38
2015,09-02-2015,183,2,67,0.0,382263.0
2015,09-08-2015,183,2,74,0.0,3076923.08
2015,09-10-2015,88,2,88,0.0,550665.01
2015,09-18-2015,183,2,88,0.0,9157200.0
2015,09-24-2015,163,2,22,0.0,308641.98
2015,09-28-2015,183,2,18,0.0,6188000.0
2015,09-30-2015,52,2,105,0.0,1527545.7
2015,10-02-2015,13,2,88,0.0,5082685.48
2015,10-05-2015,163,2,73,0.0,505050.51
2015,10-08-2015,129,2,91,0.0,984952.39
2015,10-08-2015,129,2,108,0.0,1477428.58
2015,10-12-2015,13,2,67,0.0,356999.01
2015,10-12-2015,163,2,36,0.0,1010101.01
2015,10-16-2015,124,2,105,0.0,10964912.28
2015,10-20-2015,163,2,18,0.0,496903.79
2015,10-22-2015,183,2,36,0.0,29357798.17
2015,10-23-2015,163,2,36,0.0,1010101.01
2015,10-26-2015,86,2,49,0.0,1096491.23
2015,10-26-2015,86,2,108,0.0,1096491.23
2015,10-26-2015,163,2,88,0.0,1014686.57
2015,10-27-2015,67,2,1,0.0,1070300.0
2015,11-01-2015,163,2,91,0.0,3566237.92
2015,11-01-2015,183,2,36,0.0,4545454.55
2015,11-06-2015,67,2,91,0.0,1096491.23
2015,11-09-2015,183,2,105,0.0,4587155.96
2015,11-10-2015,183,2,27,0.0,3031221.58
2015,11-16-2015,98,2,1,0.0,200000.0
2015,11-16-2015,129,2,73,0.0,593264.61
2015,11-18-2015,183,2,88,0.0,7615500.0
2015,11-19-2015,162,2,51,0.0,1713153.06
2015,11-19-2015,162,2,55,0.0,1142102.04
2015,11-19-2015,162,2,105,0.0,1941573.46
2015,11-20-2015,22,2,51,0.0,4067245.12
2015,11-20-2015,22,2,55,0.0,4067245.12
2015,11-20-2015,22,2,91,0.0,4067245.12
2015,11-20-2015,22,2,108,0.0,5558568.33
2015,11-24-2015,183,2,27,0.0,18128400.0
2015,11-25-2015,129,2,88,0.0,2675552.9
2015,12-01-2015,13,2,87,0.0,3594485.62
2015,12-01-2015,124,2,36,0.0,5291005.29
2015,12-01-2015,124,2,49,0.0,16173245.61
2015,12-01-2015,124,2,55,0.0,10317460.32
2015,12-01-2015,124,2,91,0.0,10553728.07
2015,12-01-2015,124,2,108,0.0,31661184.21
2015,12-01-2015,183,2,49,0.0,15290519.88
2015,12-01-2015,183,2,67,0.0,487407.41
2015,12-02-2015,163,2,18,0.0,506636.94
2015,12-02-2015,183,2,1,0.0,8875800.0
2015,12-03-2014,183,2,1,0.0,9346800.0
2015,12-03-2015,124,2,51,0.0,3174603.17
2015,12-03-2015,183,2,105,0.0,7831325.3
2015,12-07-2015,86,2,27,0.0,3258270.0
2015,12-07-2015,86,2,87,0.0,2170170.0
2015,12-07-2015,86,2,80,0.0,1085070.0
2015,12-07-2015,162,2,87,0.0,1178391.97
2015,12-07-2015,162,2,88,0.0,5706187.71
2015,12-07-2015,183,2,80,0.0,7429000.0
2015,12-08-2014,183,2,36,0.0,9478672.99
2015,12-08-2014,183,2,88,0.0,20362050.0
2015,12-08-2015,162,2,36,0.0,706687.99
2015,12-08-2015,162,2,73,0.0,588906.65
2015,12-09-2015,86,2,36,0.0,2433862.43
2015,12-09-2015,86,2,105,0.0,549450.55
2015,12-09-2015,163,2,105,0.0,1016260.16
2015,12-10-2014,183,2,87,0.0,7460500.0
2015,12-11-2015,163,2,87,0.0,298884.0
2015,12-14-2015,163,2,108,0.0,406504.06
2015,12-15-2015,163,2,22,0.0,304878.05
2015,12-16-2014,163,2,108,0.0,304878.05
2015,12-17-2015,163,2,88,0.0,756010.28
2015,12-21-2015,158,2,22,0.0,655737.7
2015,12-21-2015,158,2,91,0.0,546448.09
2015,12-21-2015,158,2,108,0.0,546448.09
2015,12-21-2015,158,2,73,0.0,546448.09
2015,12-23-2014,52,2,1,0.0,3116235.59
2015,12-23-2014,86,2,105,0.0,619578.69
2015,12-29-2014,183,2,67,0.0,756491.98
2015,12-30-2015,52,2,36,0.0,2928684.34
2015,12-31-2015,80,2,55,0.0,750000.0
2016,01-09-2017,52,2,1,0.0,2842726.17
2016,01-09-2017,52,2,18,0.0,2869852.2
2016,01-09-2017,52,2,87,0.0,4178214.79
2016,01-09-2017,52,2,80,0.0,2367628.07
2016,01-12-2015,183,2,108,0.0,14029351.66
2016,01-15-2016,52,2,1,0.0,1448393.73
2016,01-15-2016,52,2,87,0.0,2607108.72
2016,01-15-2016,52,2,88,0.0,2896787.46
2016,01-15-2016,52,2,80,0.0,2896787.46
2016,02-29-2016,86,2,18,0.0,3278970.0
2016,02-29-2016,86,2,27,0.0,3278970.0
2016,02-29-2016,86,2,87,0.0,3278970.0
2016,02-29-2016,86,2,88,0.0,3278970.0
2016,02-29-2016,86,2,80,0.0,3278970.0
2016,03-04-2016,162,2,1,0.0,7467624.0
2016,03-04-2016,162,2,18,0.0,2015060.0
2016,03-04-2016,162,2,27,0.0,5926682.0
2016,03-04-2016,162,2,87,0.0,4148672.0
2016,03-04-2016,162,2,88,0.0,4504274.0
2016,03-07-2016,98,2,91,0.0,500000.0
2016,03-08-2016,163,2,36,0.0,1015228.43
2016,03-10-2016,13,2,36,0.0,3160012.13
2016,03-15-2016,67,2,73,0.0,1698754.25
2016,03-16-2016,162,2,22,0.0,484384.0
2016,03-16-2016,162,2,36,0.0,968768.01
2016,03-16-2016,162,2,49,0.0,2058632.02
2016,03-16-2016,162,2,51,0.0,1210960.01
2016,03-16-2016,162,2,55,0.0,1210960.01
2016,03-16-2016,162,2,67,0.0,1210960.02
2016,03-16-2016,162,2,74,0.0,4480552.04
2016,03-16-2016,162,2,80,0.0,7265742.07
2016,03-16-2016,162,2,91,0.0,2421920.02
2016,03-16-2016,162,2,108,0.0,1210960.01
2016,03-16-2016,162,2,105,0.0,4843840.05
2016,03-21-2016,124,2,87,0.0,1115200.0
2016,03-22-2016,183,2,105,0.0,11318571.43
2016,03-23-2016,124,2,1,0.0,6810000.0
2016,03-29-2016,35,2,88,0.0,782350.18
2016,03-29-2016,35,2,105,0.0,3810104.4
2016,03-30-2016,124,2,80,0.0,6825000.0
2016,03-31-2016,35,2,18,0.0,390228.67
2016,04-01-2016,64,2,108,0.0,2234636.87
2016,04-01-2016,141,2,108,0.0,5000000.0
2016,04-06-2016,109,2,91,0.0,284250.0
2016,04-06-2016,183,2,36,0.0,17848484.85
2016,04-11-2016,67,2,91,0.0,1691093.57
2016,04-11-2016,67,2,108,0.0,2254791.43
2016,04-11-2016,67,2,105,0.0,3382187.15
2016,04-12-2016,109,2,18,0.0,279475.0
2016,04-12-2016,109,2,27,0.0,285550.0
2016,04-13-2016,67,2,36,0.0,2254791.43
2016,04-13-2016,67,2,49,0.0,5636978.58
2016,04-13-2016,67,2,55,0.0,1691093.57
2016,04-14-2016,67,2,87,0.0,2245800.0
2016,04-14-2016,67,2,88,0.0,2245800.0
2016,04-14-2016,67,2,80,0.0,1122900.0
2016,04-18-2016,67,2,1,0.0,1122900.0
2016,04-18-2016,67,2,18,0.0,1122900.0
2016,04-19-2016,109,2,88,0.0,279475.0
2016,04-19-2016,163,2,87,0.0,1509813.79
2016,04-21-2016,183,2,80,0.0,9463350.0
2016,04-26-2016,124,2,105,0.0,11273957.16
2016,04-28-2016,129,2,88,0.0,3684734.15
2016,05-03-2016,13,2,1,0.0,5848785.38
2016,05-04-2015,22,2,51,0.0,1691093.57
2016,05-04-2015,22,2,55,0.0,2254791.43
2016,05-04-2015,22,2,91,0.0,2254791.43
2016,05-04-2015,22,2,73,0.0,2818489.29
2016,05-09-2016,124,2,49,0.0,6802721.09
2016,05-10-2016,124,2,88,0.0,6795600.0
2016,05-12-2016,13,2,67,0.0,1101920.11
2016,05-20-2016,183,2,67,0.0,3571428.57
2016,05-26-2016,67,2,105,0.0,7769145.39
2016,05-28-2015,22,2,18,0.0,4435023.43
2016,05-28-2015,22,2,27,0.0,5543779.29
2016,05-28-2015,22,2,88,0.0,2261200.0
2016,06-02-2016,98,2,36,0.0,500000.0
2016,06-06-2016,86,2,108,0.0,1127395.72
2016,06-06-2016,86,2,105,0.0,2254791.43
2016,06-08-2016,13,2,87,0.0,1491997.61
2016,06-08-2016,13,2,88,0.0,2237996.42
2016,06-09-2016,124,2,27,0.0,6625200.0
2016,06-16-2016,124,2,51,0.0,1109877.91
2016,06-16-2016,124,2,55,0.0,2219755.83
2016,06-16-2016,124,2,91,0.0,6659267.48
2016,06-16-2016,124,2,108,0.0,11098779.14
2016,06-20-2016,163,2,22,0.0,306435.14
2016,06-21-2016,129,2,1,0.0,2345313.27
2016,06-24-2016,183,2,51,0.0,2857142.86
2016,06-24-2016,183,2,91,0.0,5446428.57
2016,06-28-2016,52,2,108,0.0,3716153.98
2016,07-01-2016,52,2,36,0.0,1493988.76
2016,07-01-2016,129,2,91,0.0,2820179.45
2016,07-01-2016,129,2,108,0.0,2937686.92
2016,07-04-2016,52,2,91,0.0,2987977.53
2016,07-08-2016,80,2,91,0.0,200000.0
2016,07-14-2016,162,2,49,0.0,577883.72
2016,07-14-2016,162,2,91,0.0,1155767.45
2016,07-14-2016,162,2,105,0.0,1040190.7
2016,07-25-2016,183,2,88,0.0,19528500.0
2016,07-25-2016,184,2,36,0.0,5000000.0
2016,07-26-2016,163,2,88,0.0,1024380.26
2016,07-27-2016,67,2,49,0.0,5549389.57
2016,07-27-2016,183,2,18,0.0,4624200.0
2016,07-28-2016,124,2,18,0.0,4451200.0
2016,08-10-2016,183,2,27,0.0,5257900.0
2016,08-11-2016,158,2,22,0.0,560538.12
2016,08-11-2016,158,2,91,0.0,1121076.23
2016,08-11-2016,158,2,108,0.0,560538.12
2016,08-11-2016,158,2,105,0.0,560538.12
2016,08-11-2016,158,2,73,0.0,560538.12
2016,08-11-2016,183,2,80,0.0,3938100.0
2016,08-12-2016,13,2,49,0.0,1518213.43
2016,08-12-2016,162,2,1,0.0,832534.02
2016,08-12-2016,162,2,18,0.0,1427214.04
2016,08-12-2016,162,2,27,0.0,1784022.05
2016,08-12-2016,162,2,87,0.0,1189342.03
2016,08-12-2016,162,2,88,0.0,1189342.03
2016,08-12-2016,162,2,80,0.0,1189342.03
2016,08-18-2016,129,2,80,0.0,2405002.41
2016,08-22-2016,183,2,49,0.0,25940337.22
2016,08-23-2016,184,2,49,0.0,5000000.0
2016,08-26-2015,162,2,27,0.0,2890208.08
2016,09-02-2016,129,2,88,0.0,2464419.94
2016,09-08-2015,183,2,74,0.0,2840909.09
2016,09-09-2016,22,2,49,0.0,3311258.28
2016,09-15-2016,163,2,18,0.0,616332.82
2016,09-21-2016,86,2,49,0.0,1672240.8
2016,09-22-2016,162,2,49,0.0,1154850.04
2016,09-27-2016,183,2,105,0.0,41818479.69
2016,10-05-2016,184,2,36,0.0,1700000.0
2016,10-10-2016,129,2,1,0.0,1226652.84
2016,10-14-2016,163,2,105,0.0,2024291.5
2016,10-18-2016,162,2,27,0.0,1586376.56
2016,10-19-2016,183,2,49,0.0,18506097.560000002
2016,10-20-2016,93,2,91,0.0,603658.54
2016,10-25-2016,163,2,73,0.0,405679.51
2016,11-03-2016,35,2,49,0.0,374930.35
2016,11-03-2016,163,2,91,0.0,1521298.17
2016,11-03-2016,163,2,108,0.0,1014198.78
2016,11-10-2016,111,2,91,0.0,50000.0
2016,11-17-2016,183,2,80,0.0,6231850.0
2016,11-18-2016,98,2,105,0.0,300000.0
2016,11-20-2015,22,2,51,0.0,4227733.94
2016,11-20-2015,22,2,55,0.0,4227733.94
2016,11-20-2015,22,2,91,0.0,4227733.94
2016,11-20-2015,22,2,108,0.0,5777903.04
2016,11-23-2016,67,2,91,0.0,2173913.04
2016,11-23-2016,67,2,108,0.0,1086956.52
2016,11-23-2016,162,2,108,0.0,2714724.97
2016,11-23-2016,162,2,105,0.0,2171779.98
2016,11-23-2016,162,2,73,0.0,2171779.98
2016,11-28-2016,124,2,49,0.0,4673913.04
2016,11-28-2016,129,2,49,0.0,2364836.86
2016,11-28-2016,162,2,1,0.0,2171761.98
2016,11-28-2016,162,2,18,0.0,1085871.99
2016,11-28-2016,162,2,87,0.0,1085871.99
2016,11-28-2016,162,2,88,0.0,1628816.98
2016,11-28-2016,162,2,80,0.0,868693.99
2016,11-28-2016,183,2,27,0.0,14956440.0
2016,11-29-2016,163,2,80,0.0,496228.66
2016,11-29-2016,183,2,108,0.0,3156565.66
2016,12-01-2016,67,2,105,0.0,3715498.94
2016,12-02-2015,183,2,1,0.0,12323400.0
2016,12-02-2016,86,2,36,0.0,1932059.45
2016,12-02-2016,129,2,73,0.0,706515.99
2016,12-02-2016,183,2,67,0.0,562500.0
2016,12-05-2016,67,2,1,0.0,7943975.0
2016,12-06-2016,67,2,18,0.0,3156000.0
2016,12-06-2016,129,2,88,0.0,1982553.34
2016,12-06-2016,183,2,18,0.0,622000.0
2016,12-08-2016,163,2,1,0.0,399965.0
2016,12-08-2016,183,2,1,0.0,9309000.0
2016,12-09-2016,183,2,36,0.0,13656250.0
2016,12-10-2014,183,2,87,0.0,6321500.0
2016,12-12-2016,162,2,87,0.0,1082271.97
2016,12-13-2016,86,2,49,0.0,1061571.13
2016,12-13-2016,86,2,51,0.0,1592356.69
2016,12-13-2016,86,2,55,0.0,1061571.13
2016,12-13-2016,86,2,108,0.0,1061571.13
2016,12-13-2016,86,2,105,0.0,2123142.25
2016,12-13-2016,98,2,88,0.0,1000000.0
2016,12-13-2016,124,2,91,0.0,2441613.59
2016,12-13-2016,163,2,67,0.0,493096.65
2016,12-15-2016,49,2,49,0.0,10615.71
2016,12-15-2016,148,2,105,0.0,5000000.0
2016,12-15-2016,183,2,49,0.0,5625000.0
2016,12-16-2015,163,2,73,0.0,1505238.17
2016,12-16-2016,67,2,49,0.0,4798441.2
2016,12-16-2016,67,2,108,0.0,5307855.63
2016,12-16-2016,86,2,73,0.0,212314.23
2016,12-20-2016,163,2,36,0.0,641025.64
2016,12-20-2016,163,2,105,0.0,975609.76
2016,12-20-2016,183,2,91,0.0,3125000.0
2016,12-22-2016,52,2,49,0.0,3553457.72
2016,12-23-2015,109,2,88,0.0,398885.05
2016,12-23-2016,80,2,91,0.0,100000.0
2016,12-27-2016,129,2,49,0.0,1973469.88
2016,12-27-2016,129,2,91,0.0,2786075.13
2016,12-27-2016,129,2,108,0.0,1741296.96
2016,12-29-2014,183,2,36,0.0,9036144.58
2016,12-30-2016,52,2,67,0.0,1421326.93
2016,12-30-2016,52,2,105,0.0,2842896.29
2017,01-12-2015,183,2,108,0.0,2577319.59
2017,01-13-2017,80,2,91,0.0,220000.0
2017,01-25-2017,13,2,87,0.0,3830984.68
2017,01-25-2017,13,2,88,0.0,3814484.74
2017,02-10-2017,162,2,1,0.0,6558957.02
2017,02-10-2017,162,2,18,0.0,1121189.24
2017,02-10-2017,162,2,22,0.0,560594.99
2017,02-10-2017,162,2,27,0.0,5605946.17
2017,02-10-2017,162,2,36,0.0,1681784.98
2017,02-10-2017,162,2,49,0.0,2018141.98
2017,02-10-2017,162,2,51,0.0,1121189.99
2017,02-10-2017,162,2,55,0.0,1121189.99
2017,02-10-2017,162,2,67,0.0,1233308.98
2017,02-10-2017,162,2,74,0.0,4484759.94
2017,02-10-2017,162,2,87,0.0,2802973.09
2017,02-10-2017,162,2,88,0.0,4260519.09
2017,02-10-2017,162,2,80,0.0,6502897.56
2017,02-10-2017,162,2,105,0.0,5045354.94
2017,02-10-2017,162,2,73,0.0,560594.99
2017,02-14-2017,67,2,87,0.0,2109800.0
2017,02-23-2017,124,2,87,0.0,4252000.0
2017,02-24-2017,162,2,87,0.0,4394341.97
2017,02-28-2017,162,2,72,0.0,3868129.92
2017,03-02-2017,163,2,88,0.0,984930.56
2017,03-06-2017,109,2,67,0.0,265392.78
2017,03-08-2017,86,2,51,0.0,1600853.79
2017,03-08-2017,86,2,55,0.0,1600853.79
2017,03-10-2017,109,2,91,0.0,265392.78
2017,03-14-2017,109,2,18,0.0,266125.01
2017,03-14-2017,109,2,27,0.0,266125.01
2017,03-14-2017,109,2,88,0.0,266125.01
2017,03-15-2017,114,2,72,0.0,21482.28
2017,03-15-2017,163,2,87,0.0,1994415.64
2017,03-20-2017,124,2,105,0.0,5336179.3
2017,03-21-2017,159,2,72,0.0,1250.0
2017,03-21-2017,159,2,105,0.0,1250.0
2017,03-23-2017,109,2,72,0.0,284414.11
2017,03-28-2017,35,2,105,0.0,3751266.99
2017,03-28-2017,86,2,87,0.0,3194392.0
2017,03-28-2017,86,2,88,0.0,3194392.0
2017,03-28-2017,86,2,80,0.0,3194392.0
2017,03-31-2017,124,2,49,0.0,5336179.3
2017,03-31-2017,124,2,91,0.0,5336179.3
2017,03-31-2017,124,2,108,0.0,5336179.3
2017,03-31-2017,159,2,87,0.0,1250.0
2017,03-31-2017,159,2,88,0.0,1250.0
2017,04-03-2017,4,2,72,0.0,24982.5
2017,04-03-2017,4,2,105,0.0,24982.5
2017,04-07-2017,35,2,67,0.0,374939.09
2017,04-10-2017,67,2,36,0.0,2242208.67
2017,04-10-2017,67,2,105,0.0,3257328.99
2017,04-13-2017,67,2,18,0.0,1068000.0
2017,04-13-2017,67,2,88,0.0,2166200.0
2017,04-13-2017,67,2,80,0.0,1082100.0
2017,04-13-2017,184,2,36,0.0,6000000.0
2017,04-18-2017,4,2,87,0.0,25000.0
2017,04-18-2017,4,2,88,0.0,24965.0
2017,04-20-2017,129,2,87,0.0,2930448.81
2017,04-21-2017,80,2,55,0.0,200000.0
2017,04-21-2017,108,2,105,0.0,21715.53
2017,04-21-2017,129,2,88,0.0,6997166.14
2017,04-24-2017,129,2,1,0.0,2109293.8
2017,04-25-2017,86,2,49,0.0,2171552.66
2017,04-25-2017,86,2,105,0.0,4343105.32
2017,04-25-2017,183,2,105,0.0,11207970.11
2017,04-27-2017,67,2,72,0.0,5428881.65
2017,04-28-2017,64,2,108,0.0,1067235.86
2017,05-03-2016,13,2,1,0.0,6103184.74
2017,05-03-2017,183,2,49,0.0,12886597.94
2017,05-04-2017,67,2,91,0.0,2171552.66
2017,05-04-2017,67,2,73,0.0,1628664.5
2017,05-08-2017,86,2,18,0.0,3296076.0
